partition,target_architecture,representation,router_seed,dataset,example_id,model_seed,selected_config,oracle_config,quality,retrieval_cost,total_cost,oracle_cost,oracle_regret,allocation_outcome,prefill_cost,prefill_latency_seconds,processed_token_layers,recomputed_query_tokens
test,global_frozen_profile,S4_hidden_l14_last,42,hotpotqa,5a80d6be55429938b6142206,37,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K8_H1_Bs8_Bkv8,1.0,45.015625,45.328125,37.015625,8.3125,over_allocation,0.3125,0.06071926498413086,560,40
test,global_frozen_profile,S4_hidden_l14_last,42,hotpotqa,5a80d6be55429938b6142206,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.015625,29.328125,37.015625,-7.6875,under_allocation,0.3125,0.06071926498413086,560,40
test,global_frozen_profile,S4_hidden_l14_last,42,hotpotqa,5a80d6be55429938b6142206,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.015625,29.328125,37.015625,-7.6875,under_allocation,0.3125,0.06071926498413086,560,40
test,global_frozen_profile,S4_hidden_l14_last,42,hotpotqa,5ab88c075542991b5579efbe,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K4_H1_Bs8_Bkv8,0.0,30.0,30.4921875,33.0,-2.5078125,under_allocation,0.4921875,0.06566159820556641,882,63
test,global_frozen_profile,S4_hidden_l14_last,42,hotpotqa,5ab88c075542991b5579efbe,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,30.0,30.4921875,21.0,9.4921875,under_allocation,0.4921875,0.06566159820556641,882,63
test,global_frozen_profile,S4_hidden_l14_last,42,hotpotqa,5ab88c075542991b5579efbe,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,1.0,30.0,30.4921875,21.0,9.4921875,over_allocation,0.4921875,0.06566159820556641,882,63
test,global_frozen_profile,S4_hidden_l14_last,42,hotpotqa,5ab88c075542991b5579efbe,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,30.0,30.4921875,13.0,17.4921875,over_allocation,0.4921875,0.06566159820556641,882,63
test,global_frozen_profile,S4_hidden_l14_last,42,hotpotqa,5ab88c075542991b5579efbe,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,30.0,30.4921875,21.0,9.4921875,under_allocation,0.4921875,0.06566159820556641,882,63
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,11,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,59.859375,60.078125,7.0,53.078125,over_allocation,0.21875,0.056130081176757815,392,28
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,6.859375,7.078125,10.859375,-3.78125,under_allocation,0.21875,0.056130081176757815,392,28
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,37,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,6.859375,7.078125,10.859375,-3.78125,under_allocation,0.21875,0.056130081176757815,392,28
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.859375,30.078125,7.0,23.078125,over_allocation,0.21875,0.056130081176757815,392,28
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.859375,30.078125,7.0,23.078125,over_allocation,0.21875,0.056130081176757815,392,28
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,11,F1_R1_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,7.0,7.234375,21.0,-13.765625,under_allocation,0.234375,0.05756768035888672,420,30
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.234375,7.0,0.234375,matched,0.234375,0.05756768035888672,420,30
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,37,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.234375,7.0,0.234375,matched,0.234375,0.05756768035888672,420,30
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,53,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.234375,7.0,0.234375,matched,0.234375,0.05756768035888672,420,30
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,71,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.234375,7.0,0.234375,matched,0.234375,0.05756768035888672,420,30
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,0.0,30.0,30.21875,7.0,23.21875,over_allocation,0.21875,0.05743465423583984,392,28
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,7.0,7.21875,11.0,-3.78125,matched,0.21875,0.05743465423583984,392,28
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,37,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,0.0,7.0,7.21875,7.0,0.21875,matched,0.21875,0.05743465423583984,392,28
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,53,F1_R1_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,7.0,7.21875,21.0,-13.78125,matched,0.21875,0.05743465423583984,392,28
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,71,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,0.0,7.0,7.21875,7.0,0.21875,matched,0.21875,0.05743465423583984,392,28
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,11,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.203125,7.0,0.203125,matched,0.203125,0.05533200073242187,364,26
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.203125,7.0,0.203125,matched,0.203125,0.05533200073242187,364,26
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.671875,29.875,7.0,22.875,over_allocation,0.203125,0.05533200073242187,364,26
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,1.0,29.671875,29.875,11.0,18.875,over_allocation,0.203125,0.05533200073242187,364,26
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,71,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.203125,7.0,0.203125,matched,0.203125,0.05533200073242187,364,26
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,11,F2_R2_K4_H1_Bs4_Bkv4,F2_R2_K2_H0_Bs2_Bkv2,1.0,30.0,30.2421875,12.0,18.2421875,over_allocation,0.2421875,0.05731536102294922,434,31
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,30.0,30.2421875,7.0,23.2421875,over_allocation,0.2421875,0.05731536102294922,434,31
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,30.0,30.2421875,7.0,23.2421875,over_allocation,0.2421875,0.05731536102294922,434,31
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,30.0,30.2421875,7.0,23.2421875,over_allocation,0.2421875,0.05731536102294922,434,31
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,30.0,30.2421875,7.0,23.2421875,over_allocation,0.2421875,0.05731536102294922,434,31
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,11,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K4_H1_Bs8_Bkv8,0.0,7.0,7.203125,45.0,-37.796875,under_allocation,0.203125,0.056292926788330075,364,26
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.203125,7.0,0.203125,matched,0.203125,0.056292926788330075,364,26
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,28.15625,28.359375,19.15625,9.203125,under_allocation,0.203125,0.056292926788330075,364,26
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,53,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.203125,7.0,0.203125,matched,0.203125,0.056292926788330075,364,26
test,global_frozen_profile,S4_hidden_l14_last,42,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,1.0,30.0,30.203125,11.0,19.203125,over_allocation,0.203125,0.056292926788330075,364,26
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5ab2b863554299295394685a,11,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,45.890625,46.1953125,7.0,39.1953125,over_allocation,0.3046875,0.06095500946044922,546,39
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5ab2b863554299295394685a,23,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,45.890625,46.1953125,7.0,39.1953125,over_allocation,0.3046875,0.06095500946044922,546,39
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5ab2b863554299295394685a,37,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,45.890625,46.1953125,7.0,39.1953125,over_allocation,0.3046875,0.06095500946044922,546,39
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5ab2b863554299295394685a,53,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,45.890625,46.1953125,7.0,39.1953125,over_allocation,0.3046875,0.06095500946044922,546,39
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5ab2b863554299295394685a,71,F4_R4_K8_H3_Bs8_Bkv8,F1_R2_K2_H0_Bs2_Bkv2,1.0,45.890625,46.1953125,11.0,35.1953125,over_allocation,0.3046875,0.06095500946044922,546,39
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a710a915542994082a3e504,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,28.0,28.3359375,19.0,9.3359375,over_allocation,0.3359375,0.0617665901184082,602,43
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a710a915542994082a3e504,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,28.0,28.3359375,21.0,7.3359375,under_allocation,0.3359375,0.0617665901184082,602,43
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a710a915542994082a3e504,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,28.0,28.3359375,19.0,9.3359375,over_allocation,0.3359375,0.0617665901184082,602,43
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a710a915542994082a3e504,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,28.0,28.3359375,19.0,9.3359375,over_allocation,0.3359375,0.0617665901184082,602,43
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a710a915542994082a3e504,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,1.0,28.0,28.3359375,19.0,9.3359375,over_allocation,0.3359375,0.0617665901184082,602,43
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5adc93a4554299438c868e01,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,30.0,30.2734375,13.0,17.2734375,over_allocation,0.2734375,0.060544033050537106,490,35
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5adc93a4554299438c868e01,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,28.703125,28.9765625,17.703125,11.2734375,over_allocation,0.2734375,0.060544033050537106,490,35
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5adc93a4554299438c868e01,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,30.0,30.2734375,13.0,17.2734375,over_allocation,0.2734375,0.060544033050537106,490,35
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5adc93a4554299438c868e01,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,30.0,30.2734375,13.0,17.2734375,over_allocation,0.2734375,0.060544033050537106,490,35
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5adc93a4554299438c868e01,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,30.0,30.2734375,13.0,17.2734375,over_allocation,0.2734375,0.060544033050537106,490,35
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a8888e35542997e5c09a5f6,11,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,6.28125,6.5234375,10.28125,-3.7578125,under_allocation,0.2421875,0.057450111389160154,434,31
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a8888e35542997e5c09a5f6,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,29.28125,29.5234375,18.28125,11.2421875,over_allocation,0.2421875,0.057450111389160154,434,31
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a8888e35542997e5c09a5f6,37,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H1_Bs4_Bkv4,0.0,7.0,7.2421875,18.28125,-11.0390625,under_allocation,0.2421875,0.057450111389160154,434,31
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a8888e35542997e5c09a5f6,53,F2_R2_K4_H1_Bs4_Bkv4,F4_R4_K2_H0_Bs4_Bkv4,0.0,29.28125,29.5234375,23.28125,6.2421875,under_allocation,0.2421875,0.057450111389160154,434,31
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a8888e35542997e5c09a5f6,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,29.28125,29.5234375,18.28125,11.2421875,over_allocation,0.2421875,0.057450111389160154,434,31
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a8c8502554299585d9e36d0,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,29.171875,29.4609375,21.0,8.4609375,under_allocation,0.2890625,0.06318508911132813,518,37
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a8c8502554299585d9e36d0,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.171875,29.4609375,42.171875,-12.7109375,under_allocation,0.2890625,0.06318508911132813,518,37
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a8c8502554299585d9e36d0,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,29.171875,29.4609375,21.0,8.4609375,under_allocation,0.2890625,0.06318508911132813,518,37
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a8c8502554299585d9e36d0,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,29.171875,29.4609375,21.0,8.4609375,under_allocation,0.2890625,0.06318508911132813,518,37
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a8c8502554299585d9e36d0,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,1.0,29.171875,29.4609375,11.0,18.4609375,over_allocation,0.2890625,0.06318508911132813,518,37
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a80d6be55429938b6142206,11,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K4_H1_Bs8_Bkv8,1.0,45.015625,45.328125,32.015625,13.3125,over_allocation,0.3125,0.06071926498413086,560,40
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a80d6be55429938b6142206,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.015625,29.328125,37.015625,-7.6875,under_allocation,0.3125,0.06071926498413086,560,40
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a80d6be55429938b6142206,37,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K8_H1_Bs8_Bkv8,1.0,45.015625,45.328125,37.015625,8.3125,over_allocation,0.3125,0.06071926498413086,560,40
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a80d6be55429938b6142206,53,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K8_H1_Bs8_Bkv8,1.0,45.015625,45.328125,37.015625,8.3125,over_allocation,0.3125,0.06071926498413086,560,40
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5a80d6be55429938b6142206,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.015625,29.328125,37.015625,-7.6875,under_allocation,0.3125,0.06071926498413086,560,40
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5ab88c075542991b5579efbe,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K4_H1_Bs8_Bkv8,0.0,30.0,30.4921875,33.0,-2.5078125,under_allocation,0.4921875,0.06566159820556641,882,63
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5ab88c075542991b5579efbe,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,30.0,30.4921875,21.0,9.4921875,under_allocation,0.4921875,0.06566159820556641,882,63
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5ab88c075542991b5579efbe,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,1.0,30.0,30.4921875,21.0,9.4921875,over_allocation,0.4921875,0.06566159820556641,882,63
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5ab88c075542991b5579efbe,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,30.0,30.4921875,13.0,17.4921875,over_allocation,0.4921875,0.06566159820556641,882,63
test,global_frozen_profile,S4_hidden_l14_last,87,hotpotqa,5ab88c075542991b5579efbe,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,30.0,30.4921875,21.0,9.4921875,under_allocation,0.4921875,0.06566159820556641,882,63
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,11,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,59.859375,60.078125,7.0,53.078125,over_allocation,0.21875,0.056130081176757815,392,28
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,6.859375,7.078125,10.859375,-3.78125,under_allocation,0.21875,0.056130081176757815,392,28
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,37,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,6.859375,7.078125,10.859375,-3.78125,under_allocation,0.21875,0.056130081176757815,392,28
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.859375,30.078125,7.0,23.078125,over_allocation,0.21875,0.056130081176757815,392,28
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.859375,30.078125,7.0,23.078125,over_allocation,0.21875,0.056130081176757815,392,28
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,11,F1_R1_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,7.0,7.234375,21.0,-13.765625,under_allocation,0.234375,0.05756768035888672,420,30
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.234375,7.0,0.234375,matched,0.234375,0.05756768035888672,420,30
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,37,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.234375,7.0,0.234375,matched,0.234375,0.05756768035888672,420,30
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,53,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.234375,7.0,0.234375,matched,0.234375,0.05756768035888672,420,30
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,71,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.234375,7.0,0.234375,matched,0.234375,0.05756768035888672,420,30
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,11,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,0.0,7.0,7.21875,7.0,0.21875,matched,0.21875,0.05743465423583984,392,28
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,7.0,7.21875,11.0,-3.78125,matched,0.21875,0.05743465423583984,392,28
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,37,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,0.0,7.0,7.21875,7.0,0.21875,matched,0.21875,0.05743465423583984,392,28
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,53,F1_R1_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,7.0,7.21875,21.0,-13.78125,matched,0.21875,0.05743465423583984,392,28
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,71,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,0.0,7.0,7.21875,7.0,0.21875,matched,0.21875,0.05743465423583984,392,28
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,11,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.203125,7.0,0.203125,matched,0.203125,0.05533200073242187,364,26
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.203125,7.0,0.203125,matched,0.203125,0.05533200073242187,364,26
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.671875,29.875,7.0,22.875,over_allocation,0.203125,0.05533200073242187,364,26
test,global_frozen_profile,S4_hidden_l14_last,87,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,1.0,29.671875,29.875,11.0,18.875,over_allocation,0.203125,0.05533200073242187,364,26
